match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2022-03-27,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",1.0,0,14,0,14.0,1,1,0
8,2022-04-01,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",0.3,0,13,0,26.0,0,0,0
11,2022-04-03,Chennai Super Kings,"Brabourne Stadium, Mumbai",3.0,0,25,2,8.33,7,1,0
16,2022-04-08,Gujarat Titans,"Brabourne Stadium, Mumbai",1.0,0,12,0,12.0,1,0,0
23,2022-04-13,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",1.0,0,11,0,11.0,1,0,0
28,2022-04-17,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",2.0,0,19,0,9.5,3,0,0
38,2022-04-25,Chennai Super Kings,"Wankhede Stadium, Mumbai",1.0,0,12,0,12.0,2,0,0
42,2022-04-29,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2.0,0,23,0,11.5,1,1,0
48,2022-05-03,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",2.3,0,15,1,6.0,5,0,0
52,2022-05-07,Rajasthan Royals,"Wankhede Stadium, Mumbai",1.0,0,6,0,6.0,1,1,0
64,2022-05-16,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",4.0,0,27,3,6.75,8,2,0
70,2022-05-22,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",4.0,0,25,0,6.25,8,0,0
