match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2024-03-24,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",25,19,1,1,131.58,c A Manohar b SH Johnson,5
8,2024-03-27,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",64,34,2,6,188.24,c MA Agarwal b PJ Cummins,4
14,2024-04-01,Rajasthan Royals,"Wankhede Stadium, Mumbai",32,29,0,2,110.34,c R Ashwin b YS Chahal,5
20,2024-04-07,Delhi Capitals,"Wankhede Stadium, Mumbai",6,5,1,0,120.0,c AR Patel b KK Ahmed,5
25,2024-04-11,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",16,10,3,0,160.0,not out,5
29,2024-04-14,Chennai Super Kings,"Wankhede Stadium, Mumbai",31,20,5,0,155.0,c SN Thakur b M Pathirana,4
33,2024-04-18,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",34,18,2,2,188.89,not out,4
38,2024-04-22,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",65,45,5,3,144.44,c R Powell b Sandeep Sharma,4
43,2024-04-27,Delhi Capitals,"Arun Jaitley Stadium, Delhi",63,32,4,4,196.88,"run out (Sumit Kumar, RR Pant)",4
48,2024-04-30,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7,11,1,0,63.64,run out (Ravi Bishnoi),4
51,2024-05-03,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",4,6,0,0,66.67,c SP Narine b CV Varun,5
55,2024-05-06,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",37,32,6,0,115.62,not out,5
60,2024-05-11,Kolkata Knight Riders,"Eden Gardens, Kolkata",32,17,5,1,188.24,c PD Salt b Harshit Rana,4
