innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,DA Warner,0,1.4
1,Delhi Daredevils,2,DPMD Jayawardene,26,5.3
1,Delhi Daredevils,3,V Sehwag,26,5.4
1,Delhi Daredevils,4,J Botha,44,9.6
1,Delhi Daredevils,5,MC Juneja,65,14.3
1,Delhi Daredevils,6,IK Pathan,95,18.3
1,Delhi Daredevils,7,M Morkel,96,18.5
1,Delhi Daredevils,8,S Nadeem,98,19.2
2,Sunrisers Hyderabad,1,PA Reddy,2,2.2
2,Sunrisers Hyderabad,2,PA Patel,46,8.4
2,Sunrisers Hyderabad,3,KC Sangakkara,54,11.6
2,Sunrisers Hyderabad,4,CL White,69,14.6
2,Sunrisers Hyderabad,5,GH Vihari,71,15.2
2,Sunrisers Hyderabad,6,A Ashish Reddy,89,17.1
2,Sunrisers Hyderabad,7,NLTC Perera,100,18.4
