innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,A Nortje,4.0,0,44,0,11.0,4,2,0
1,Delhi Capitals,AR Patel,4.0,0,29,1,7.25,6,2,0
1,Delhi Capitals,I Sharma,3.0,0,31,1,10.33,9,0,0
1,Delhi Capitals,Kuldeep Yadav,3.0,0,27,0,9.0,4,0,0
1,Delhi Capitals,MR Marsh,4.0,1,27,4,6.75,12,2,0
1,Delhi Capitals,Mukesh Kumar,2.0,0,38,0,19.0,2,2,1
2,Sunrisers Hyderabad,AJ Hosein,4.0,0,40,1,10.0,5,0,0
2,Sunrisers Hyderabad,Abhishek Sharma,3.0,0,26,1,8.67,5,0,0
2,Sunrisers Hyderabad,B Kumar,4.0,0,45,1,11.25,5,3,0
2,Sunrisers Hyderabad,M Markande,4.0,0,20,2,5.0,7,0,0
2,Sunrisers Hyderabad,T Natarajan,4.0,0,34,1,8.5,4,0,0
2,Sunrisers Hyderabad,Umran Malik,1.0,0,22,0,22.0,0,0,0
