innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,Abhishek Sharma,14,9,MA Agarwal,5,6,21,15
1,Sunrisers Hyderabad,2,RA Tripathi,10,6,Abhishek Sharma,12,7,23,13
1,Sunrisers Hyderabad,3,AK Markram,8,13,Abhishek Sharma,31,15,39,28
1,Sunrisers Hyderabad,4,HC Brook,0,2,Abhishek Sharma,0,0,0,2
1,Sunrisers Hyderabad,5,H Klaasen,13,7,Abhishek Sharma,10,5,26,11
1,Sunrisers Hyderabad,6,Abdul Samad,28,21,H Klaasen,22,12,53,33
1,Sunrisers Hyderabad,7,H Klaasen,18,8,AJ Hosein,16,10,35,18
2,Delhi Capitals,1,DA Warner,0,2,PD Salt,0,0,0,2
2,Delhi Capitals,2,MR Marsh,52,31,PD Salt,59,35,112,66
2,Delhi Capitals,3,MK Pandey,1,3,MR Marsh,2,4,3,7
2,Delhi Capitals,4,PK Garg,1,1,MR Marsh,9,4,10,5
2,Delhi Capitals,5,SN Khan,4,6,PK Garg,11,8,15,14
2,Delhi Capitals,6,AR Patel,3,3,SN Khan,5,4,8,7
2,Delhi Capitals,7,RV Patel,11,8,AR Patel,26,11,40,19
