innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,B Sai Sudharsan,114,13.2
1,Gujarat Titans,2,Shubman Gill,172,18.5
1,Gujarat Titans,3,R Tewatia,177,19.3
2,Kolkata Knight Riders,1,Rahmanullah Gurbaz,2,1.5
2,Kolkata Knight Riders,2,SP Narine,43,6.3
2,Kolkata Knight Riders,3,VR Iyer,84,12.3
2,Kolkata Knight Riders,4,AM Rahane,91,13.3
2,Kolkata Knight Riders,5,AD Russell,118,16.5
2,Kolkata Knight Riders,6,Ramandeep Singh,119,17.1
2,Kolkata Knight Riders,7,MM Ali,119,17.3
2,Kolkata Knight Riders,8,RK Singh,151,20.1
