innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Gujarat Titans,B Sai Sudharsan,52,36,6,1,144.44,c Rahmanullah Gurbaz b AD Russell,1
1,Gujarat Titans,Shubman Gill,90,55,10,3,163.64,c RK Singh b VG Arora,2
1,Gujarat Titans,JC Buttler,41,23,8,0,178.26,not out,3
1,Gujarat Titans,R Tewatia,0,2,0,0,0.0,c Ramandeep Singh b Harshit Rana,4
1,Gujarat Titans,M Shahrukh Khan,11,5,0,1,220.0,not out,5
2,Kolkata Knight Riders,Rahmanullah Gurbaz,1,4,0,0,25.0,lbw b Mohammed Siraj,1
2,Kolkata Knight Riders,SP Narine,17,13,2,1,130.77,c R Tewatia b Rashid Khan,2
2,Kolkata Knight Riders,AM Rahane,50,36,5,1,138.89,st JC Buttler b Washington Sundar,3
2,Kolkata Knight Riders,VR Iyer,14,19,0,0,73.68,c Washington Sundar b R Sai Kishore,4
2,Kolkata Knight Riders,RK Singh,17,14,1,1,121.43,c Shubman Gill b I Sharma,5
2,Kolkata Knight Riders,AD Russell,21,15,3,1,140.0,st JC Buttler b Rashid Khan,6
2,Kolkata Knight Riders,Ramandeep Singh,1,2,0,0,50.0,c & b M Prasidh Krishna,7
2,Kolkata Knight Riders,MM Ali,0,2,0,0,0.0,c M Shahrukh Khan b M Prasidh Krishna,8
2,Kolkata Knight Riders,A Raghuvanshi,27,13,3,1,207.69,not out,9
2,Kolkata Knight Riders,Harshit Rana,1,2,0,0,50.0,not out,10
