match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2022-03-27,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",32,24,2,2,133.33,c Shahbaz Ahmed b PWH de Silva,1
8,2022-04-01,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",1,5,0,0,20.0,lbw b UT Yadav,1
11,2022-04-03,Chennai Super Kings,"Brabourne Stadium, Mumbai",4,2,1,0,200.0,c RV Uthappa b Mukesh Choudhary,1
16,2022-04-08,Gujarat Titans,"Brabourne Stadium, Mumbai",5,9,1,0,55.56,c Rashid Khan b HH Pandya,1
23,2022-04-13,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",52,32,6,2,162.5,c SA Yadav b M Ashwin,1
32,2022-04-20,Delhi Capitals,"Brabourne Stadium, Mumbai",24,15,4,0,160.0,b Mustafizur Rahman,1
38,2022-04-25,Chennai Super Kings,"Wankhede Stadium, Mumbai",18,21,2,0,85.71,c S Dube b M Theekshana,1
42,2022-04-29,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",25,17,2,2,147.06,c KL Rahul b PVD Chameera,1
52,2022-05-07,Rajasthan Royals,"Wankhede Stadium, Mumbai",15,13,2,0,115.38,c JC Buttler b YS Chahal,4
60,2022-05-13,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",19,16,3,0,118.75,c PWH de Silva b HV Patel,5
64,2022-05-16,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",0,2,0,0,0.0,b AR Patel,5
70,2022-05-22,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",1,4,0,0,25.0,c J Suchith b Washington Sundar,4
