innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Daredevils,M Vijay,5,8,1,0,62.5,c BE Hendricks b Sandeep Sharma,1
1,Delhi Daredevils,KP Pietersen,49,32,6,1,153.12,b AR Patel,2
1,Delhi Daredevils,KD Karthik,69,44,7,3,156.82,c R Dhawan b BE Hendricks,3
1,Delhi Daredevils,JP Duminy,17,21,1,0,80.95,c GJ Maxwell b BE Hendricks,4
1,Delhi Daredevils,KM Jadhav,0,1,0,0,0.0,c GJ Maxwell b Sandeep Sharma,5
1,Delhi Daredevils,MA Agarwal,6,2,0,1,300.0,b Sandeep Sharma,6
1,Delhi Daredevils,MK Tiwary,10,8,1,0,125.0,not out,7
1,Delhi Daredevils,WD Parnell,2,2,0,0,100.0,c GJ Maxwell b BE Hendricks,8
1,Delhi Daredevils,Mohammed Shami,1,2,0,0,50.0,not out,9
2,Kings XI Punjab,V Sehwag,23,22,2,1,104.55,c MK Tiwary b JP Duminy,1
2,Kings XI Punjab,M Vohra,42,19,4,3,221.05,c M Vijay b Imran Tahir,2
2,Kings XI Punjab,GJ Maxwell,14,11,0,1,127.27,b Imran Tahir,3
2,Kings XI Punjab,DA Miller,2,6,0,0,33.33,b JP Duminy,4
2,Kings XI Punjab,WP Saha,13,13,1,0,100.0,c WD Parnell b Mohammed Shami,5
2,Kings XI Punjab,AR Patel,42,35,5,1,120.0,not out,6
2,Kings XI Punjab,GJ Bailey,6,7,0,0,85.71,c KM Jadhav b Imran Tahir,7
2,Kings XI Punjab,R Dhawan,8,5,1,0,160.0,not out,8
