innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,MR Marsh,39,4.2
1,Delhi Capitals,2,DA Warner,74,8.6
1,Delhi Capitals,3,SD Hope,94,11.4
1,Delhi Capitals,4,RR Pant,111,13.4
1,Delhi Capitals,5,RK Bhui,111,14.2
1,Delhi Capitals,6,T Stubbs,128,16.4
1,Delhi Capitals,7,AR Patel,138,18.1
1,Delhi Capitals,8,Sumit Kumar,147,19.3
1,Delhi Capitals,9,Kuldeep Yadav,174,20.6
2,Punjab Kings,1,S Dhawan,34,4.1
2,Punjab Kings,2,JM Bairstow,42,4.5
2,Punjab Kings,3,P Simran Singh,84,10.2
2,Punjab Kings,4,JM Sharma,100,12.3
2,Punjab Kings,5,SM Curran,167,19.3
2,Punjab Kings,6,Shashank Singh,167,19.4
