innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Punjab Kings,Arshdeep Singh,4.0,0,28,2,7.0,15,2,0
1,Punjab Kings,HV Patel,4.0,0,47,2,11.75,6,0,0
1,Punjab Kings,Harpreet Brar,3.0,0,14,1,4.67,7,0,0
1,Punjab Kings,K Rabada,4.0,0,36,1,9.0,10,1,0
1,Punjab Kings,RD Chahar,4.0,0,33,1,8.25,6,0,0
1,Punjab Kings,SM Curran,1.0,0,10,0,10.0,3,1,0
2,Delhi Capitals,AR Patel,4.0,0,25,0,6.25,4,0,0
2,Delhi Capitals,I Sharma,2.0,0,16,1,8.0,8,3,0
2,Delhi Capitals,KK Ahmed,4.0,0,43,2,10.75,7,0,0
2,Delhi Capitals,Kuldeep Yadav,4.0,0,20,2,5.0,6,0,0
2,Delhi Capitals,MR Marsh,4.0,0,52,0,13.0,5,1,0
2,Delhi Capitals,Sumit Kumar,1.2,0,19,0,14.25,2,2,0
