match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2024-03-23,Sunrisers Hyderabad,"Eden Gardens, Kolkata",23,15,3,0,153.33,c AK Markram b T Natarajan,7
10,2024-03-29,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",5,5,0,0,100.0,not out,5
16,2024-04-03,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",26,8,1,3,325.0,c DA Warner b A Nortje,6
22,2024-04-08,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",9,14,0,0,64.29,b TU Deshpande,7
31,2024-04-16,Rajasthan Royals,"Eden Gardens, Kolkata",20,9,1,2,222.22,not out,6
36,2024-04-21,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",24,16,2,1,150.0,c Yash Dayal b LH Ferguson,6
42,2024-04-26,Punjab Kings,"Eden Gardens, Kolkata",5,4,1,0,125.0,c Ashutosh Sharma b HV Patel,6
47,2024-04-29,Delhi Capitals,"Eden Gardens, Kolkata",11,11,1,0,100.0,c Kuldeep Yadav b LB Williams,3
51,2024-05-03,Mumbai Indians,"Wankhede Stadium, Mumbai",9,8,2,0,112.5,c & b PP Chawla,6
54,2024-05-05,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",16,11,2,0,145.45,c MP Stoinis b Naveen-ul-Haq,5
60,2024-05-11,Mumbai Indians,"Eden Gardens, Kolkata",20,12,0,2,166.67,c Ishan Kishan b JJ Bumrah,7
