innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kings XI Punjab,Bipul Sharma,4.0,0,28,0,7.0,7,2,0
1,Kings XI Punjab,Harmeet Singh,3.0,0,23,1,7.67,7,2,0
1,Kings XI Punjab,JP Faulkner,4.0,0,41,2,10.25,6,1,0
1,Kings XI Punjab,P Kumar,4.0,0,42,0,10.5,6,2,0
1,Kings XI Punjab,PC Valthaty,1.0,0,16,0,16.0,1,0,0
1,Kings XI Punjab,PP Chawla,4.0,0,33,1,8.25,8,0,0
2,Rajasthan Royals,A Singh,4.0,0,26,1,6.5,7,1,0
2,Rajasthan Royals,AA Chavan,3.0,0,28,2,9.33,3,0,0
2,Rajasthan Royals,BJ Hodge,1.0,0,8,0,8.0,1,0,0
2,Rajasthan Royals,J Botha,4.0,0,36,0,9.0,5,0,0
2,Rajasthan Royals,KK Cooper,4.0,0,26,4,6.5,12,0,0
2,Rajasthan Royals,SK Trivedi,4.0,0,32,1,8.0,8,0,1
