innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Rajasthan Royals,death,64,2,30,12.8,10,5
1,Rajasthan Royals,middle,70,2,54,7.78,7,19
1,Rajasthan Royals,powerplay,57,0,36,9.5,9,11
2,Kings XI Punjab,death,43,4,30,8.6,4,7
2,Kings XI Punjab,middle,72,3,54,8.0,8,14
2,Kings XI Punjab,powerplay,45,2,36,7.5,6,15
