match_number,date,opponent,catches,stumpings,run_outs
4,2024-03-24,Rajasthan Royals,2,0,0
15,2024-04-02,Royal Challengers Bengaluru,1,0,0
21,2024-04-07,Gujarat Titans,1,0,0
26,2024-04-12,Delhi Capitals,0,1,0
28,2024-04-14,Kolkata Knight Riders,1,0,0
34,2024-04-19,Chennai Super Kings,2,1,0
39,2024-04-23,Chennai Super Kings,2,0,0
48,2024-04-30,Mumbai Indians,2,0,0
54,2024-05-05,Kolkata Knight Riders,3,0,0
64,2024-05-14,Delhi Capitals,1,0,0
