match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2016-04-11,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",3.0,0,21,1,7.0,8,0,0
7,2016-04-15,Delhi Daredevils,Feroz Shah Kotla,2.0,1,6,1,3.0,9,0,0
10,2016-04-17,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,23,2,5.75,11,1,0
13,2016-04-19,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",2.0,0,21,0,10.5,1,0,0
18,2016-04-23,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,30,1,7.5,12,0,0
21,2016-04-25,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,20,1,5.0,13,1,0
28,2016-05-01,Gujarat Lions,Saurashtra Cricket Association Stadium,4.0,0,31,1,7.75,11,1,0
32,2016-05-04,Kolkata Knight Riders,Eden Gardens,4.0,0,25,0,6.25,9,3,0
36,2016-05-07,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,36,1,9.0,6,0,0
39,2016-05-09,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,49,2,12.25,6,1,0
43,2016-05-13,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,11,2,2.75,16,0,0
46,2016-05-15,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,35,1,8.75,6,0,0
50,2016-05-18,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.0,0,29,1,9.67,8,0,0
53,2016-05-21,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,29,1,7.25,11,2,0
