match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
43,2008-05-19,Delhi Daredevils,M Chinnaswamy Stadium,52,42,7,1,123.81,c TM Dilshan b MF Maharoof,3
46,2008-05-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",10,19,1,0,52.63,c PA Patel b MS Gony,2
55,2008-05-28,Mumbai Indians,M Chinnaswamy Stadium,20,24,1,0,83.33,c A Nehra b CRD Fernando,2
