innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Sunrisers Hyderabad,JO Holder,4.0,0,27,2,6.75,5,2,0
1,Sunrisers Hyderabad,KK Ahmed,4.0,0,31,0,7.75,7,0,0
1,Sunrisers Hyderabad,Rashid Khan,4.0,0,14,2,3.5,15,0,0
1,Sunrisers Hyderabad,Sandeep Sharma,4.0,0,29,2,7.25,10,1,0
1,Sunrisers Hyderabad,T Natarajan,4.0,0,23,0,5.75,9,2,0
2,Kings XI Punjab,Arshdeep Singh,3.5,0,23,3,6.0,9,1,0
2,Kings XI Punjab,CJ Jordan,4.0,0,17,3,4.25,12,2,0
2,Kings XI Punjab,M Ashwin,4.0,0,27,1,6.75,12,0,0
2,Kings XI Punjab,Mohammed Shami,4.0,0,34,1,8.5,11,1,0
2,Kings XI Punjab,Ravi Bishnoi,4.0,0,13,1,3.25,14,0,0
