innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,9,2,Sunrisers Hyderabad,CH Gayle,Rashid Khan,PR Reiffel,,struck down,False
2,7,2,Kings XI Punjab,DA Warner,Ravi Bishnoi,PR Reiffel,,upheld,False
2,7,6,Kings XI Punjab,JM Bairstow,Ravi Bishnoi,PR Reiffel,,struck down,False
