innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,Mandeep Singh,37,5.6
1,Kings XI Punjab,2,CH Gayle,66,10.6
1,Kings XI Punjab,3,KL Rahul,66,11.1
1,Kings XI Punjab,4,GJ Maxwell,85,14.4
1,Kings XI Punjab,5,DJ Hooda,88,15.2
1,Kings XI Punjab,6,CJ Jordan,105,18.3
1,Kings XI Punjab,7,M Ashwin,110,19.2
2,Sunrisers Hyderabad,1,DA Warner,56,7.2
2,Sunrisers Hyderabad,2,JM Bairstow,58,8.2
2,Sunrisers Hyderabad,3,Abdul Samad,67,9.5
2,Sunrisers Hyderabad,4,MK Pandey,100,17.1
2,Sunrisers Hyderabad,5,V Shankar,110,18.5
2,Sunrisers Hyderabad,6,JO Holder,112,19.3
2,Sunrisers Hyderabad,7,Rashid Khan,112,19.4
2,Sunrisers Hyderabad,8,Sandeep Sharma,114,20.2
2,Sunrisers Hyderabad,9,PK Garg,114,20.3
2,Sunrisers Hyderabad,10,KK Ahmed,114,20.5
