match_number,date,opponent,catches,stumpings,run_outs
3,2012-04-06,Mumbai Indians,1,0,0
8,2012-04-08,Kings XI Punjab,0,0,1
16,2012-04-14,Chennai Super Kings,1,0,0
24,2012-04-19,Chennai Super Kings,1,0,0
