match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2008-04-19,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",15,10,3,0,150.0,c KC Sangakkara b B Lee,1
8,2008-04-23,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",14,11,3,0,127.27,c L Ronchi b A Nehra,1
11,2008-04-26,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",21,27,3,0,77.78,c I Sharma b AB Agarkar,1
15,2008-04-28,Royal Challengers Bangalore,M Chinnaswamy Stadium,21,17,2,1,123.53,c JH Kallis b P Kumar,1
20,2008-05-02,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",21,20,3,0,105.0,c VY Mahesh b V Sehwag,1
24,2008-05-04,Rajasthan Royals,Sawai Mansingh Stadium,0,1,0,0,0.0,lbw b Sohail Tanvir,1
26,2008-05-06,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",4,6,1,0,66.67,c RP Singh b DP Vijaykumar,1
41,2008-05-18,Kolkata Knight Riders,Eden Gardens,19,28,2,0,67.86,not out,1
46,2008-05-21,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",24,29,4,0,82.76,c & b A Kumble,1
49,2008-05-24,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",54,40,5,2,135.0,st Kamran Akmal b SK Warne,1
54,2008-05-27,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",20,27,3,0,74.07,c Shahid Afridi b PM Sarvesh Kumar,1
58,2008-05-31,Kings XI Punjab,Wankhede Stadium,51,48,8,0,106.25,not out,1
59,2008-06-01,Rajasthan Royals,Dr DY Patil Sports Academy,38,33,5,0,115.15,c Kamran Akmal b YK Pathan,1
