match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
16,2026-04-10,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",22,11,2,1,200.0,c Brijesh Sharma b RA Jadeja,8
20,2026-04-12,Mumbai Indians,"Wankhede Stadium, Mumbai",2,2,0,0,100.0,not out,6
23,2026-04-15,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",14,8,1,1,175.0,not out,7
26,2026-04-18,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",1,4,0,0,25.0,lbw b Kuldeep Yadav,7
42,2026-04-30,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",17,15,0,2,113.33,c B Sai Sudharsan b JO Holder,8
