match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2011-04-08,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,26,1,6.5,7,0,0
6,2011-04-11,Deccan Chargers,Eden Gardens,4.0,0,24,3,6.0,12,0,0
12,2011-04-15,Rajasthan Royals,Sawai Mansingh Stadium,2.0,0,14,0,7.0,3,0,0
17,2011-04-17,Rajasthan Royals,Eden Gardens,3.0,0,18,1,6.0,10,1,0
22,2011-04-20,Kochi Tuskers Kerala,Eden Gardens,4.0,0,23,0,5.75,9,0,0
24,2011-04-22,Royal Challengers Bangalore,Eden Gardens,2.0,0,12,0,6.0,7,1,0
33,2011-04-28,Delhi Daredevils,Feroz Shah Kotla,4.0,0,25,3,6.25,9,1,0
37,2011-04-30,Kings XI Punjab,Eden Gardens,4.0,0,19,2,4.75,14,0,0
42,2011-05-03,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,34,2,8.5,6,0,0
45,2011-05-05,Kochi Tuskers Kerala,Nehru Stadium,2.0,0,16,0,8.0,3,0,0
48,2011-05-07,Chennai Super Kings,Eden Gardens,4.0,0,15,1,3.75,13,1,0
58,2011-05-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.0,0,18,1,6.0,8,0,0
65,2011-05-19,Pune Warriors,Dr DY Patil Sports Academy,3.0,0,12,1,4.0,11,1,0
70,2011-05-22,Mumbai Indians,Eden Gardens,4.0,0,26,1,6.5,12,0,0
72,2011-05-25,Mumbai Indians,Wankhede Stadium,3.0,0,23,0,7.67,7,0,0
