match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2019-03-24,Delhi Capitals,Wankhede Stadium,3,4,0,0,75.0,c RR Pant b K Rabada,8
34,2019-04-18,Delhi Capitals,Arun Jaitley Stadium,2,4,0,0,50.0,lbw b AR Patel,3
36,2019-04-20,Rajasthan Royals,Sawai Mansingh Stadium,13,9,1,1,144.44,not out,6
