innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Titans,AS Joseph,4.0,0,34,2,8.5,10,1,0
1,Gujarat Titans,LH Ferguson,4.0,0,46,0,11.5,5,0,0
1,Gujarat Titans,Mohammed Shami,4.0,0,20,1,5.0,13,2,0
1,Gujarat Titans,Rashid Khan,4.0,0,29,0,7.25,5,0,0
1,Gujarat Titans,Yash Dayal,4.0,0,40,1,10.0,8,1,1
2,Chennai Super Kings,CJ Jordan,3.5,0,58,0,15.13,3,0,1
2,Chennai Super Kings,DJ Bravo,4.0,1,23,3,5.75,12,0,0
2,Chennai Super Kings,M Theekshana,4.0,0,24,2,6.0,7,0,0
2,Chennai Super Kings,MM Ali,2.0,0,17,0,8.5,3,0,0
2,Chennai Super Kings,Mukesh Choudhary,3.0,0,18,1,6.0,10,1,0
2,Chennai Super Kings,RA Jadeja,3.0,0,25,1,8.33,6,0,0
