innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,3,2,Gujarat Titans,RV Uthappa,Mohammed Shami,UV Gandhe,,upheld,False
1,16,4,Chennai Super Kings,S Dube,Mohammed Shami,KN Ananthapadmanabhan,,upheld,False
1,19,1,Chennai Super Kings,RA Jadeja,Rashid Khan,UV Gandhe,,upheld,False
2,17,4,Chennai Super Kings,Rashid Khan,DJ Bravo,KN Ananthapadmanabhan,,struck down,False
