innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,RV Uthappa,7,3.2
1,Chennai Super Kings,2,MM Ali,32,6.2
1,Chennai Super Kings,3,AT Rayudu,124,15.3
1,Chennai Super Kings,4,RD Gaikwad,131,17.2
1,Chennai Super Kings,5,S Dube,169,20.6
2,Gujarat Titans,1,Shubman Gill,1,1.6
2,Gujarat Titans,2,V Shankar,2,2.3
2,Gujarat Titans,3,A Manohar,16,4.5
2,Gujarat Titans,4,WP Saha,48,8.6
2,Gujarat Titans,5,R Tewatia,87,13.4
2,Gujarat Titans,6,Rashid Khan,157,19.5
2,Gujarat Titans,7,AS Joseph,157,19.6
