innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,AR Patel,4.0,0,40,0,10.0,3,0,0
1,Delhi Capitals,KK Ahmed,4.0,0,27,2,6.75,13,0,0
1,Delhi Capitals,KL Nagarkoti,2.0,0,29,0,14.5,4,1,0
1,Delhi Capitals,Kuldeep Yadav,4.0,0,18,3,4.5,8,0,0
1,Delhi Capitals,Lalit Yadav,2.0,0,15,0,7.5,2,0,0
1,Delhi Capitals,SN Thakur,4.0,0,47,0,11.75,7,1,0
2,Mumbai Indians,Basil Thampi,4.0,0,35,3,8.75,10,3,0
2,Mumbai Indians,DR Sams,4.0,0,57,0,14.25,4,2,0
2,Mumbai Indians,JJ Bumrah,3.2,0,43,0,12.9,4,0,0
2,Mumbai Indians,M Ashwin,4.0,0,14,2,3.5,14,0,0
2,Mumbai Indians,TS Mills,3.0,0,26,1,8.67,6,2,0
