match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2016-04-09,Rising Pune Supergiants,Wankhede Stadium,0,2,0,0,0.0,c R Ashwin b MR Marsh,4
5,2016-04-13,Kolkata Knight Riders,Eden Gardens,41,22,3,3,186.36,c SA Yadav b AD Russell,5
9,2016-04-16,Gujarat Lions,Wankhede Stadium,16,21,3,0,76.19,st KD Karthik b SB Jakati,4
12,2016-04-18,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",11,11,1,0,100.0,c NV Ojha b BB Sran,5
14,2016-04-20,Royal Challengers Bangalore,Wankhede Stadium,28,14,2,2,200.0,c SR Watson b Iqbal Abdulla,4
17,2016-04-23,Delhi Daredevils,Feroz Shah Kotla,2,6,0,0,33.33,lbw b A Mishra,5
21,2016-04-25,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",24,13,3,1,184.62,b MM Sharma,4
24,2016-04-28,Kolkata Knight Riders,Wankhede Stadium,15,15,2,0,100.0,c CA Lynn b SP Narine,5
29,2016-05-01,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,27,17,2,1,158.82,not out,4
37,2016-05-08,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,2,0,0,100.0,c NV Ojha b A Nehra,5
41,2016-05-11,Royal Challengers Bangalore,M Chinnaswamy Stadium,29,11,1,3,263.64,not out,6
43,2016-05-13,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,9,10,1,0,90.0,c Gurkeerat Singh b MP Stoinis,5
47,2016-05-15,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,18,9,2,1,200.0,not out,5
54,2016-05-21,Gujarat Lions,Green Park,33,31,3,0,106.45,c & b DJ Bravo,5
