match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2023-04-01,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",17,18,0,0,94.44,c DA Warner b Kuldeep Yadav,3
6,2023-04-03,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2,6,0,0,33.33,c BA Stokes b MJ Santner,3
10,2023-04-07,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7,8,0,1,87.5,c & b B Kumar,3
15,2023-04-10,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",9,10,1,0,90.0,c KD Karthik b WD Parnell,3
21,2023-04-15,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,3,0,0,66.67,lbw b Sikandar Raza,3
26,2023-04-19,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2,4,0,0,50.0,c SO Hetmyer b R Ashwin,4
30,2023-04-22,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,2,0,0,100.0,"run out (WP Saha, Rashid Khan)",7
38,2023-04-28,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",11,6,2,0,183.33,not out,6
43,2023-05-01,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,2,0,0,50.0,st KD Karthik b PWH de Silva,4
51,2023-05-07,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",11,11,0,0,100.0,c R Tewatia b Mohammed Shami,3
63,2023-05-16,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",5,7,0,0,71.43,c TH David b JP Behrendorff,1
72,2023-05-24,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",15,13,0,1,115.38,"run out (RG Sharma, C Green, Akash Madhwal)",7
