match_number,date,opponent,catches,stumpings,run_outs
4,2026-03-31,Gujarat Titans,1,0,0
29,2026-04-19,Lucknow Super Giants,1,0,0
35,2026-04-25,Delhi Capitals,1,0,0
40,2026-04-28,Rajasthan Royals,1,0,0
