match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2013-04-04,Royal Challengers Bangalore,M Chinnaswamy Stadium,23,19,4,0,121.05,"run out (JD Unadkat, KB Arun Karthik)",2
5,2013-04-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,1,0,0,0.0,lbw b DP Nannes,2
10,2013-04-09,Delhi Daredevils,Wankhede Stadium,1,1,0,0,100.0,run out (DPMD Jayawardene),2
15,2013-04-13,Pune Warriors,Wankhede Stadium,44,29,7,1,151.72,c MR Marsh b AJ Finch,2
23,2013-04-17,Rajasthan Royals,Sawai Mansingh Stadium,1,3,0,0,33.33,c SK Trivedi b A Chandila,1
28,2013-04-21,Delhi Daredevils,Feroz Shah Kotla,54,47,4,2,114.89,c DA Warner b UT Yadav,2
33,2013-04-24,Kolkata Knight Riders,Eden Gardens,2,6,0,0,33.33,b SP Narine,2
37,2013-04-27,Royal Challengers Bangalore,Wankhede Stadium,23,13,5,0,176.92,lbw b RP Singh,2
41,2013-04-29,Kings XI Punjab,Wankhede Stadium,9,10,2,0,90.0,b P Kumar,2
43,2013-05-01,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",14,12,2,0,116.67,b I Sharma,2
49,2013-05-05,Chennai Super Kings,Wankhede Stadium,15,18,1,1,83.33,lbw b RA Jadeja,2
53,2013-05-07,Kolkata Knight Riders,Wankhede Stadium,48,28,8,0,171.43,b R Bhatia,2
58,2013-05-11,Pune Warriors,Subrata Roy Sahara Stadium,15,13,3,0,115.38,c MK Pandey b BAW Mendis,2
62,2013-05-13,Sunrisers Hyderabad,Wankhede Stadium,38,31,3,1,122.58,retired hurt,2
