innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,D Padikkal,11,2.4
1,Rajasthan Royals,2,R Ashwin,33,4.6
1,Rajasthan Royals,3,JC Buttler,33,5.1
1,Rajasthan Royals,4,SV Samson,68,10.3
1,Rajasthan Royals,5,DJ Mitchell,99,15.2
1,Rajasthan Royals,6,SO Hetmyer,102,16.3
1,Rajasthan Royals,7,TA Boult,110,18.1
1,Rajasthan Royals,8,M Prasidh Krishna,121,19.4
2,Royal Challengers Bangalore,1,V Kohli,10,2.4
2,Royal Challengers Bangalore,2,F du Plessis,37,7.2
2,Royal Challengers Bangalore,3,GJ Maxwell,37,7.3
2,Royal Challengers Bangalore,4,RM Patidar,58,10.6
2,Royal Challengers Bangalore,5,SS Prabhudessai,66,12.4
2,Royal Challengers Bangalore,6,KD Karthik,72,13.4
2,Royal Challengers Bangalore,7,Shahbaz Ahmed,92,16.4
2,Royal Challengers Bangalore,8,PWH de Silva,102,17.4
2,Royal Challengers Bangalore,9,Mohammed Siraj,107,18.4
2,Royal Challengers Bangalore,10,HV Patel,115,20.3
