innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,extras,total_runs,total_balls
1,Kolkata Knight Riders,1,AM Rahane,14,14,FH Allen,30,13,0,44,27
1,Kolkata Knight Riders,2,A Raghuvanshi,28,19,FH Allen,63,22,4,95,41
1,Kolkata Knight Riders,3,C Green,52,28,A Raghuvanshi,54,25,2,108,52
2,Gujarat Titans,1,N Sindhu,1,4,Shubman Gill,4,3,2,7,7
2,Gujarat Titans,2,JC Buttler,50,32,Shubman Gill,74,41,4,128,73
2,Gujarat Titans,3,B Sai Sudharsan,22,12,JC Buttler,7,3,1,30,15
2,Gujarat Titans,4,R Tewatia,2,4,B Sai Sudharsan,8,3,1,11,7
2,Gujarat Titans,5,R Tewatia,2,4,B Sai Sudharsan,8,3,1,11,7
