innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,2,1,Mumbai Indians,JM Bairstow,JJ Bumrah,CB Gaffaney,,struck down,False
2,18,6,Sunrisers Hyderabad,Rashid Khan,TA Boult,CB Gaffaney,,struck down,False
