innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,YBK Jaiswal,98,9.3
1,Rajasthan Royals,2,SV Samson,103,10.5
1,Rajasthan Royals,3,R Parag,126,14.5
1,Rajasthan Royals,4,JC Buttler,175,19.3
2,Delhi Capitals,1,PP Shaw,0,1.3
2,Delhi Capitals,2,MK Pandey,0,1.4
2,Delhi Capitals,3,RR Rossouw,36,6.4
2,Delhi Capitals,4,Lalit Yadav,100,13.6
2,Delhi Capitals,5,AR Patel,111,15.5
2,Delhi Capitals,6,R Powell,118,16.3
2,Delhi Capitals,7,Abishek Porel,138,19.2
2,Delhi Capitals,8,DA Warner,139,19.6
2,Delhi Capitals,9,A Nortje,140,20.2
