innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,1,4,Delhi Capitals,MK Pandey,TA Boult,Navdeep Singh,wicket,struck down,False
2,19,6,Delhi Capitals,DA Warner,YS Chahal,Navdeep Singh,wicket,struck down,False
