match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2012-04-05,Delhi Daredevils,Eden Gardens,3.0,0,23,1,7.67,5,0,0
7,2012-04-08,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,35,0,8.75,9,1,0
10,2012-04-10,Royal Challengers Bangalore,M Chinnaswamy Stadium,2.0,0,7,2,3.5,8,0,0
15,2012-04-13,Rajasthan Royals,Eden Gardens,3.0,0,26,0,8.67,5,0,0
17,2012-04-15,Kings XI Punjab,Eden Gardens,4.0,0,30,0,7.5,8,0,0
22,2012-04-18,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",3.0,0,23,0,7.67,3,0,0
29,2012-04-22,Deccan Chargers,Barabati Stadium,2.0,0,16,0,8.0,2,0,0
38,2012-04-28,Royal Challengers Bangalore,Eden Gardens,4.0,0,31,2,7.75,10,1,1
41,2012-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,21,2,5.25,10,1,0
47,2012-05-05,Pune Warriors,Eden Gardens,2.0,0,16,1,8.0,3,1,0
51,2012-05-07,Delhi Daredevils,Feroz Shah Kotla,4.0,0,20,2,5.0,11,0,0
58,2012-05-12,Mumbai Indians,Eden Gardens,4.0,0,40,0,10.0,4,2,0
63,2012-05-14,Chennai Super Kings,Eden Gardens,3.0,0,25,0,8.33,4,0,0
65,2012-05-16,Mumbai Indians,Wankhede Stadium,4.0,0,32,2,8.0,11,0,0
73,2012-05-22,Delhi Daredevils,Subrata Roy Sahara Stadium,4.0,0,24,2,6.0,12,3,0
76,2012-05-27,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,34,1,8.5,7,1,1
