innings,team,wicket_number,player_out,score,over
1,Gujarat Lions,1,DR Smith,21,4.1
1,Gujarat Lions,2,SK Raina,46,6.5
1,Gujarat Lions,3,Ishan Kishan,56,7.3
1,Gujarat Lions,4,KD Karthik,148,17.1
1,Gujarat Lions,5,AJ Finch,180,19.3
2,Delhi Daredevils,1,SV Samson,11,2.3
2,Delhi Daredevils,2,RR Pant,15,2.5
2,Delhi Daredevils,3,KK Nair,72,8.3
2,Delhi Daredevils,4,MN Samuels,92,10.6
2,Delhi Daredevils,5,CJ Anderson,104,12.4
2,Delhi Daredevils,6,CR Brathwaite,121,14.5
2,Delhi Daredevils,7,PJ Cummins,182,19.2
2,Delhi Daredevils,8,SS Iyer,189,20.2
