match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2021-04-11,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",53,29,5,2,182.76,c WP Saha b T Natarajan,3
5,2021-04-13,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",5,5,0,0,100.0,c Q de Kock b RD Chahar,3
10,2021-04-18,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",25,20,5,0,125.0,c Mohammed Siraj b Washington Sundar,3
15,2021-04-21,Chennai Super Kings,"Wankhede Stadium, Mumbai",8,9,1,0,88.89,c MS Dhoni b L Ngidi,3
18,2021-04-24,Rajasthan Royals,"Wankhede Stadium, Mumbai",36,26,1,2,138.46,c R Parag b Mustafizur Rahman,3
21,2021-04-26,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",41,32,7,0,128.12,c M Shahrukh Khan b DJ Hooda,3
25,2021-04-29,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",19,17,2,0,111.76,c Lalit Yadav b MP Stoinis,3
34,2021-09-23,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",74,42,8,3,176.19,not out,3
38,2021-09-26,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",45,33,4,1,136.36,b RA Jadeja,3
41,2021-09-28,Delhi Capitals,Sharjah Cricket Stadium,9,5,0,1,180.0,c SPD Smith b Avesh Khan,3
45,2021-10-01,Punjab Kings,Dubai International Cricket Stadium,34,26,3,1,130.77,c DJ Hooda b Ravi Bishnoi,3
49,2021-10-03,Sunrisers Hyderabad,Dubai International Cricket Stadium,7,6,1,0,116.67,c Abhishek Sharma b Rashid Khan,3
54,2021-10-07,Rajasthan Royals,Sharjah Cricket Stadium,21,14,3,0,150.0,b C Sakariya,4
58,2021-10-11,Royal Challengers Bangalore,Sharjah Cricket Stadium,6,5,1,0,120.0,lbw b YS Chahal,3
59,2021-10-13,Delhi Capitals,Sharjah Cricket Stadium,12,11,0,1,109.09,not out,4
60,2021-10-15,Chennai Super Kings,Dubai International Cricket Stadium,2,3,0,0,66.67,c MM Ali b SN Thakur,8
