innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Sunrisers Hyderabad,TM Head,89,32,11,6,278.12,c T Stubbs b Kuldeep Yadav,1
1,Sunrisers Hyderabad,Abhishek Sharma,46,12,2,6,383.33,c AR Patel b Kuldeep Yadav,2
1,Sunrisers Hyderabad,AK Markram,1,3,0,0,33.33,c AR Patel b Kuldeep Yadav,3
1,Sunrisers Hyderabad,H Klaasen,15,8,0,2,187.5,b AR Patel,4
1,Sunrisers Hyderabad,Nithish Kumar Reddy,37,27,2,2,137.04,c DA Warner b Kuldeep Yadav,5
1,Sunrisers Hyderabad,Shahbaz Ahmed,59,29,2,5,203.45,not out,6
1,Sunrisers Hyderabad,Abdul Samad,13,8,1,1,162.5,c A Nortje b Mukesh Kumar,7
1,Sunrisers Hyderabad,PJ Cummins,1,1,0,0,100.0,"run out (T Stubbs, Mukesh Kumar)",8
2,Delhi Capitals,PP Shaw,16,5,4,0,320.0,c Abdul Samad b Washington Sundar,1
2,Delhi Capitals,DA Warner,1,3,0,0,33.33,c PJ Cummins b B Kumar,2
2,Delhi Capitals,J Fraser-McGurk,65,18,5,7,361.11,c H Klaasen b M Markande,3
2,Delhi Capitals,Abishek Porel,42,22,7,1,190.91,st H Klaasen b M Markande,4
2,Delhi Capitals,T Stubbs,10,11,0,0,90.91,c Shahbaz Ahmed b Nithish Kumar Reddy,5
2,Delhi Capitals,RR Pant,44,35,5,1,125.71,c T Natarajan b Nithish Kumar Reddy,6
2,Delhi Capitals,Lalit Yadav,7,8,1,0,87.5,b T Natarajan,7
2,Delhi Capitals,AR Patel,6,8,0,0,75.0,c PJ Cummins b T Natarajan,8
2,Delhi Capitals,A Nortje,0,2,0,0,0.0,b T Natarajan,9
2,Delhi Capitals,Kuldeep Yadav,0,1,0,0,0.0,lbw b T Natarajan,10
2,Delhi Capitals,Mukesh Kumar,0,2,0,0,0.0,not out,11
