match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
20,2024-04-07,Mumbai Indians,"Wankhede Stadium, Mumbai",0,1,0,0,0.0,c Tilak Varma b G Coetzee,8
47,2024-04-29,Kolkata Knight Riders,"Eden Gardens, Kolkata",1,3,0,0,33.33,c PD Salt b CV Varun,8
62,2024-05-12,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",2,3,0,0,66.67,lbw b Mohammed Siraj,5
