match_number,date,opponent,catches,stumpings,run_outs
19,2009-04-29,Royal Challengers Bangalore,4,0,0
23,2009-05-01,Mumbai Indians,1,0,0
27,2009-05-03,Kings XI Punjab,1,0,0
39,2009-05-10,Delhi Daredevils,1,0,0
