innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,WP Saha,1,1.2
1,Sunrisers Hyderabad,2,JJ Roy,16,4.4
1,Sunrisers Hyderabad,3,KS Williamson,38,7.5
1,Sunrisers Hyderabad,4,Abhishek Sharma,51,11.1
1,Sunrisers Hyderabad,5,PK Garg,70,15.2
1,Sunrisers Hyderabad,6,JO Holder,80,17.1
1,Sunrisers Hyderabad,7,Abdul Samad,95,18.2
1,Sunrisers Hyderabad,8,Rashid Khan,103,19.2
2,Kolkata Knight Riders,1,VR Iyer,23,5.4
2,Kolkata Knight Riders,2,RA Tripathi,38,7.4
2,Kolkata Knight Riders,3,Shubman Gill,93,17.3
2,Kolkata Knight Riders,4,N Rana,106,18.6
