innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kolkata Knight Riders,Salman Butt,24,20,5,0,120.0,lbw b MM Patel,1
1,Kolkata Knight Riders,Mohammad Hafeez,4,8,1,0,50.0,c SA Asnodkar b MM Patel,2
1,Kolkata Knight Riders,SC Ganguly,32,34,2,1,94.12,c M Kaif b SK Trivedi,3
1,Kolkata Knight Riders,DJ Hussey,11,15,2,0,73.33,b YK Pathan,4
1,Kolkata Knight Riders,DB Das,31,20,1,2,155.0,b Sohail Tanvir,5
1,Kolkata Knight Riders,LR Shukla,15,10,1,1,150.0,c SA Asnodkar b Sohail Tanvir,6
1,Kolkata Knight Riders,WP Saha,11,6,0,1,183.33,not out,7
1,Kolkata Knight Riders,AB Agarkar,5,2,1,0,250.0,"run out (RA Jadeja, M Rawat)",8
1,Kolkata Knight Riders,Umar Gul,7,4,0,1,175.0,c M Kaif b Sohail Tanvir,9
1,Kolkata Knight Riders,I Sharma,2,1,0,0,200.0,not out,10
2,Rajasthan Royals,GC Smith,24,24,4,0,100.0,c WP Saha b Umar Gul,1
2,Rajasthan Royals,SA Asnodkar,5,3,1,0,166.67,c WP Saha b I Sharma,2
2,Rajasthan Royals,Sohail Tanvir,13,8,1,1,162.5,c Salman Butt b Umar Gul,3
2,Rajasthan Royals,M Kaif,34,31,4,0,109.68,not out,4
2,Rajasthan Royals,SR Watson,19,15,2,1,126.67,b SC Ganguly,5
2,Rajasthan Royals,YK Pathan,48,18,5,3,266.67,not out,6
