innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bangalore,death,49,2,30,9.8,6,4
1,Royal Challengers Bangalore,middle,62,4,54,6.89,6,20
1,Royal Challengers Bangalore,powerplay,46,2,36,7.67,7,18
2,Delhi Daredevils,death,46,2,30,9.2,5,5
2,Delhi Daredevils,middle,45,4,54,5.0,2,22
2,Delhi Daredevils,powerplay,46,1,36,7.67,8,18
