innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,CA Pujara,37,4.6
1,Royal Challengers Bangalore,2,AB McDonald,46,6.6
1,Royal Challengers Bangalore,3,V Kohli,56,8.2
1,Royal Challengers Bangalore,4,SS Tiwary,59,9.1
1,Royal Challengers Bangalore,5,MA Agarwal,85,13.2
1,Royal Challengers Bangalore,6,DL Vettori,103,15.2
1,Royal Challengers Bangalore,7,R Vinay Kumar,157,20.5
1,Royal Challengers Bangalore,8,HV Patel,157,20.6
2,Delhi Daredevils,1,V Sehwag,13,1.5
2,Delhi Daredevils,2,NV Ojha,55,8.3
2,Delhi Daredevils,3,AJ Finch,68,10.5
2,Delhi Daredevils,4,GJ Maxwell,76,12.4
2,Delhi Daredevils,5,Y Venugopal Rao,83,14.4
2,Delhi Daredevils,6,Y Nagar,115,17.6
2,Delhi Daredevils,7,IK Pathan,131,19.6
