innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,JE Root,2.0,0,14,0,7.0,1,0,0
1,Rajasthan Royals,KM Asif,3.0,0,27,1,9.0,4,1,0
1,Rajasthan Royals,R Ashwin,4.0,0,32,0,8.0,6,0,0
1,Rajasthan Royals,Sandeep Sharma,4.0,0,34,1,8.5,12,0,0
1,Rajasthan Royals,TA Boult,3.0,0,15,2,5.0,12,0,0
1,Rajasthan Royals,YS Chahal,4.0,0,25,4,6.25,11,0,0
2,Kolkata Knight Riders,AS Roy,1.0,0,20,0,20.0,1,0,0
2,Kolkata Knight Riders,CV Varun,3.0,0,28,0,9.33,10,1,0
2,Kolkata Knight Riders,Harshit Rana,2.0,0,22,0,11.0,5,2,0
2,Kolkata Knight Riders,N Rana,1.0,0,26,0,26.0,0,0,0
2,Kolkata Knight Riders,SN Thakur,1.1,0,18,0,15.43,1,0,0
2,Kolkata Knight Riders,SP Narine,2.0,0,13,0,6.5,5,0,0
2,Kolkata Knight Riders,Suyash Sharma,3.0,0,22,0,7.33,6,0,0
