match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
15,2025-04-03,Kolkata Knight Riders,"Eden Gardens, Kolkata",1.0,0,4,1,4.0,2,0,0
19,2025-04-06,Gujarat Titans,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,0,12,0,12.0,1,0,0
43,2025-04-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,26,1,8.67,7,0,0
51,2025-05-02,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2.0,0,18,0,9.0,1,0,0
