innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,GJ Maxwell,25,4.2
1,Mumbai Indians,2,KD Karthik,101,12.5
1,Mumbai Indians,3,AP Tare,108,13.4
1,Mumbai Indians,4,RG Sharma,138,16.5
1,Mumbai Indians,5,KA Pollard,144,17.4
1,Mumbai Indians,6,AT Rayudu,151,18.5
1,Mumbai Indians,7,MG Johnson,164,20.3
1,Mumbai Indians,8,SL Malinga,166,20.6
2,Rajasthan Royals,1,R Dravid,5,1.5
2,Rajasthan Royals,2,JP Faulkner,22,4.4
2,Rajasthan Royals,3,SV Samson,26,5.4
2,Rajasthan Royals,4,AM Rahane,28,6.4
2,Rajasthan Royals,5,SR Watson,58,10.1
2,Rajasthan Royals,6,DH Yagnik,88,13.5
2,Rajasthan Royals,7,BJ Hodge,144,20.1
