match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
2,Kings XI Punjab,A Mishra,4.0,0,46,0,11.5,4
2,Kings XI Punjab,CH Morris,3.0,0,25,1,8.33,8
2,Kings XI Punjab,DT Christian,2.0,0,12,1,6.0,6
2,Kings XI Punjab,Mohammed Shami,2.0,0,26,0,13.0,3
2,Kings XI Punjab,R Tewatia,4.0,0,24,1,6.0,9
2,Kings XI Punjab,TA Boult,3.5,0,34,1,8.87,11
6,Rajasthan Royals,CH Morris,3.0,0,34,0,11.33,4
6,Rajasthan Royals,Mohammed Shami,3.5,0,29,1,7.57,10
6,Rajasthan Royals,R Tewatia,4.0,0,29,0,7.25,6
6,Rajasthan Royals,S Nadeem,4.0,0,34,2,8.5,4
6,Rajasthan Royals,TA Boult,3.0,0,26,1,8.67,9
9,Mumbai Indians,DT Christian,3.0,0,35,2,11.67,5
9,Mumbai Indians,GJ Maxwell,3.0,0,21,0,7.0,5
9,Mumbai Indians,Mohammed Shami,4.0,0,36,1,9.0,10
9,Mumbai Indians,R Tewatia,4.0,0,36,2,9.0,8
9,Mumbai Indians,S Nadeem,2.0,0,22,0,11.0,4
9,Mumbai Indians,TA Boult,4.0,0,39,2,9.75,5
13,Kolkata Knight Riders,CH Morris,4.0,0,41,2,10.25,10
13,Kolkata Knight Riders,Mohammed Shami,4.0,0,53,1,13.25,5
13,Kolkata Knight Riders,R Tewatia,3.0,0,18,3,6.0,10
13,Kolkata Knight Riders,S Nadeem,4.0,0,43,1,10.75,7
13,Kolkata Knight Riders,TA Boult,4.0,1,29,2,7.25,13
13,Kolkata Knight Riders,V Shankar,1.0,0,12,0,12.0,2
19,Royal Challengers Bangalore,CH Morris,4.0,0,43,0,10.75,7
19,Royal Challengers Bangalore,GJ Maxwell,2.0,0,13,1,6.5,6
19,Royal Challengers Bangalore,HV Patel,3.0,0,33,1,11.0,2
19,Royal Challengers Bangalore,R Tewatia,3.0,0,26,0,8.67,2
19,Royal Challengers Bangalore,S Nadeem,2.0,0,27,0,13.5,3
19,Royal Challengers Bangalore,TA Boult,4.0,0,33,1,8.25,6
22,Kings XI Punjab,A Mishra,4.0,0,33,0,8.25,7
22,Kings XI Punjab,Avesh Khan,4.0,0,36,2,9.0,9
22,Kings XI Punjab,DT Christian,3.0,0,17,1,5.67,6
22,Kings XI Punjab,GJ Maxwell,1.0,0,4,0,4.0,2
22,Kings XI Punjab,LE Plunkett,4.0,0,17,3,4.25,10
22,Kings XI Punjab,R Tewatia,1.0,0,6,0,6.0,1
22,Kings XI Punjab,TA Boult,3.0,0,21,2,7.0,7
26,Kolkata Knight Riders,A Mishra,4.0,0,23,2,5.75,9
26,Kolkata Knight Riders,Avesh Khan,4.0,0,29,2,7.25,12
26,Kolkata Knight Riders,GJ Maxwell,2.0,0,22,2,11.0,3
26,Kolkata Knight Riders,LE Plunkett,4.0,0,24,0,6.0,9
26,Kolkata Knight Riders,R Tewatia,1.0,0,11,0,11.0,3
26,Kolkata Knight Riders,TA Boult,4.0,0,44,2,11.0,9
26,Kolkata Knight Riders,V Shankar,1.0,0,10,0,10.0,1
30,Chennai Super Kings,A Mishra,4.0,0,30,1,7.5,4
30,Chennai Super Kings,Avesh Khan,4.0,0,28,0,7.0,10
30,Chennai Super Kings,GJ Maxwell,1.0,0,5,1,5.0,2
30,Chennai Super Kings,LE Plunkett,3.0,0,52,0,17.33,2
30,Chennai Super Kings,R Tewatia,2.0,0,23,0,11.5,1
30,Chennai Super Kings,TA Boult,4.0,0,48,0,12.0,9
30,Chennai Super Kings,V Shankar,2.0,0,22,1,11.0,4
32,Rajasthan Royals,A Mishra,2.0,0,12,1,6.0,5
32,Rajasthan Royals,Avesh Khan,2.0,0,36,0,18.0,2
32,Rajasthan Royals,GJ Maxwell,1.0,0,21,1,21.0,1
32,Rajasthan Royals,LE Plunkett,3.0,0,37,0,12.33,5
32,Rajasthan Royals,S Nadeem,1.0,0,13,0,13.0,0
32,Rajasthan Royals,TA Boult,3.0,0,26,2,8.67,5
36,Sunrisers Hyderabad,A Mishra,4.0,0,19,2,4.75,9
36,Sunrisers Hyderabad,Avesh Khan,3.0,0,47,0,15.67,5
36,Sunrisers Hyderabad,DT Christian,3.5,0,37,0,9.65,3
36,Sunrisers Hyderabad,GJ Maxwell,1.0,0,4,0,4.0,2
36,Sunrisers Hyderabad,LE Plunkett,4.0,0,27,1,6.75,6
36,Sunrisers Hyderabad,TA Boult,4.0,0,30,0,7.5,8
42,Sunrisers Hyderabad,A Mishra,3.0,0,29,0,9.67,3
42,Sunrisers Hyderabad,GJ Maxwell,1.0,0,9,0,9.0,1
42,Sunrisers Hyderabad,HV Patel,4.0,0,32,1,8.0,9
42,Sunrisers Hyderabad,LE Plunkett,4.0,0,41,0,10.25,2
42,Sunrisers Hyderabad,S Nadeem,2.0,0,22,0,11.0,2
42,Sunrisers Hyderabad,TA Boult,3.5,0,43,0,11.22,5
42,Sunrisers Hyderabad,V Shankar,1.0,0,14,0,14.0,1
45,Royal Challengers Bangalore,A Mishra,4.0,0,33,1,8.25,7
45,Royal Challengers Bangalore,CJ Dala,3.0,0,34,0,11.33,7
45,Royal Challengers Bangalore,HV Patel,4.0,0,51,1,12.75,8
45,Royal Challengers Bangalore,S Lamichhane,4.0,0,25,1,6.25,9
45,Royal Challengers Bangalore,TA Boult,4.0,0,40,2,10.0,5
52,Chennai Super Kings,A Mishra,4.0,0,20,2,5.0,12
52,Chennai Super Kings,Avesh Khan,2.0,0,28,0,14.0,5
52,Chennai Super Kings,GJ Maxwell,2.0,0,14,0,7.0,4
52,Chennai Super Kings,HV Patel,4.0,0,23,1,5.75,9
52,Chennai Super Kings,S Lamichhane,4.0,0,21,1,5.25,10
52,Chennai Super Kings,TA Boult,4.0,0,20,2,5.0,11
55,Mumbai Indians,A Mishra,4.0,0,19,3,4.75,13
55,Mumbai Indians,GJ Maxwell,2.0,0,19,0,9.5,6
55,Mumbai Indians,HV Patel,2.3,0,28,3,11.2,6
55,Mumbai Indians,LE Plunkett,3.0,0,27,0,9.0,5
55,Mumbai Indians,S Lamichhane,4.0,0,36,3,9.0,10
55,Mumbai Indians,TA Boult,4.0,0,33,1,8.25,8
