innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,BW Hilfenhaus,4.0,0,34,1,8.5,13,1,0
1,Chennai Super Kings,DR Smith,1.0,0,9,0,9.0,1,0,0
1,Chennai Super Kings,IC Pandey,3.0,1,26,0,8.67,10,0,0
1,Chennai Super Kings,MM Sharma,4.0,0,51,1,12.75,7,0,0
1,Chennai Super Kings,R Ashwin,4.0,0,29,1,7.25,4,3,0
1,Chennai Super Kings,RA Jadeja,4.0,0,23,1,5.75,10,0,0
2,Delhi Daredevils,JD Unadkat,3.4,0,47,0,12.82,7,0,0
2,Delhi Daredevils,LR Shukla,4.0,0,31,1,7.75,11,1,0
2,Delhi Daredevils,Mohammed Shami,4.0,0,42,0,10.5,8,1,0
2,Delhi Daredevils,S Nadeem,4.0,0,27,0,6.75,10,0,0
2,Delhi Daredevils,WD Parnell,4.0,0,25,1,6.25,11,0,0
