innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Delhi Daredevils,death,55,0,30,11.0,9,7
1,Delhi Daredevils,middle,77,3,54,8.56,8,16
1,Delhi Daredevils,powerplay,46,2,36,7.67,7,22
2,Chennai Super Kings,death,85,1,42,12.14,13,10
2,Chennai Super Kings,middle,47,1,41,6.88,5,18
2,Chennai Super Kings,powerplay,49,0,35,8.4,8,19
