match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
3,Kings XI Punjab,A Mishra,4.0,0,23,1,5.75,10
3,Kings XI Punjab,DP Nannes,4.0,0,12,2,3.0,14
3,Kings XI Punjab,MF Maharoof,4.0,0,37,2,9.25,11
3,Kings XI Punjab,PJ Sangwan,4.0,0,32,1,8.0,10
3,Kings XI Punjab,TM Dilshan,1.0,0,7,1,7.0,2
3,Kings XI Punjab,VY Mahesh,3.0,0,23,1,7.67,5
6,Rajasthan Royals,A Mishra,4.0,0,34,1,8.5,9
6,Rajasthan Royals,DP Nannes,4.0,0,27,1,6.75,11
6,Rajasthan Royals,MF Maharoof,4.0,0,32,1,8.0,10
6,Rajasthan Royals,PJ Sangwan,4.0,0,20,1,5.0,13
6,Rajasthan Royals,S Ladda,4.0,0,28,0,7.0,11
9,Mumbai Indians,A Mishra,4.0,0,44,1,11.0,6
9,Mumbai Indians,DP Nannes,4.0,0,35,0,8.75,8
9,Mumbai Indians,MF Maharoof,4.0,0,50,2,12.5,4
9,Mumbai Indians,PJ Sangwan,4.0,0,41,1,10.25,8
9,Mumbai Indians,S Ladda,4.0,0,44,2,11.0,4
11,Chennai Super Kings,A Mishra,3.0,0,25,1,8.33,6
11,Chennai Super Kings,DP Nannes,4.0,0,18,1,4.5,12
11,Chennai Super Kings,PJ Sangwan,4.0,0,46,0,11.5,9
11,Chennai Super Kings,R Bhatia,2.0,0,31,0,15.5,3
11,Chennai Super Kings,TM Dilshan,2.1,0,30,1,13.85,3
11,Chennai Super Kings,UT Yadav,4.0,0,38,1,9.5,8
15,Deccan Chargers,A Mishra,3.0,0,12,1,4.0,10
15,Deccan Chargers,DP Nannes,4.0,0,39,1,9.75,8
15,Deccan Chargers,MC Henriques,4.0,0,35,1,8.75,10
15,Deccan Chargers,S Ladda,2.0,0,20,1,10.0,5
15,Deccan Chargers,UT Yadav,4.0,0,36,0,9.0,6
15,Deccan Chargers,Y Nagar,3.0,0,28,1,9.33,7
20,Royal Challengers Bangalore,A Mishra,4.0,0,23,2,5.75,6
