innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bangalore,death,50,3,30,10.0,7,8
1,Royal Challengers Bangalore,middle,53,3,54,5.89,5,20
1,Royal Challengers Bangalore,powerplay,23,2,36,3.83,3,23
2,Chennai Super Kings,death,20,4,30,4.0,3,21
2,Chennai Super Kings,middle,48,4,54,5.33,3,22
2,Chennai Super Kings,powerplay,44,0,36,7.33,6,24
