match_number,date,opponent,catches,stumpings,run_outs
10,2012-04-10,Royal Challengers Bangalore,3,0,0
38,2012-04-28,Royal Challengers Bangalore,1,0,0
47,2012-05-05,Pune Warriors,2,0,1
70,2012-05-19,Pune Warriors,1,0,0
