innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,A Mhatre,44,4.4
1,Chennai Super Kings,2,Urvil Patel,107,10.2
1,Chennai Super Kings,3,S Dube,144,13.3
1,Chennai Super Kings,4,DP Conway,156,14.3
1,Chennai Super Kings,5,D Brevis,230,20.6
2,Gujarat Titans,1,Shubman Gill,24,3.3
2,Gujarat Titans,2,JC Buttler,29,4.4
2,Gujarat Titans,3,SE Rutherford,30,5.3
2,Gujarat Titans,4,M Shahrukh Khan,85,11.1
2,Gujarat Titans,5,B Sai Sudharsan,86,11.4
2,Gujarat Titans,6,Rashid Khan,105,13.5
2,Gujarat Titans,7,G Coetzee,110,14.4
2,Gujarat Titans,8,R Tewatia,126,16.3
2,Gujarat Titans,9,Arshad Khan,142,18.3
2,Gujarat Titans,10,R Sai Kishore,147,19.3
