innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Daredevils,1,Q de Kock,9,6,RR Pant,1,2,11,8
1,Delhi Daredevils,2,KK Nair,11,10,Q de Kock,19,16,31,25
1,Delhi Daredevils,3,Q de Kock,12,12,SV Samson,17,12,29,24
1,Delhi Daredevils,4,SW Billings,4,6,Q de Kock,6,5,10,11
1,Delhi Daredevils,5,P Negi,6,12,Q de Kock,6,7,15,19
1,Delhi Daredevils,6,CR Brathwaite,1,2,Q de Kock,1,1,2,3
1,Delhi Daredevils,7,Q de Kock,7,5,CH Morris,2,2,9,7
1,Delhi Daredevils,8,CH Morris,25,16,J Yadav,5,7,31,23
1,Delhi Daredevils,9,CH Morris,25,16,J Yadav,5,7,31,23
2,Royal Challengers Bangalore,1,CH Gayle,1,4,V Kohli,4,3,5,7
2,Royal Challengers Bangalore,2,AB de Villiers,6,8,V Kohli,1,1,12,9
2,Royal Challengers Bangalore,3,KL Rahul,38,23,V Kohli,28,22,66,45
2,Royal Challengers Bangalore,4,SR Watson,14,18,V Kohli,14,11,28,29
2,Royal Challengers Bangalore,5,STR Binny,16,11,V Kohli,7,8,28,19
