innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,CH Gayle,2.0,0,11,2,5.5,3,2,0
1,Royal Challengers Bangalore,CJ Jordan,2.0,0,10,1,5.0,7,0,1
1,Royal Challengers Bangalore,Iqbal Abdulla,2.0,0,14,0,7.0,2,0,0
1,Royal Challengers Bangalore,S Aravind,4.0,0,28,1,7.0,7,0,0
1,Royal Challengers Bangalore,SR Watson,4.0,0,27,0,6.75,9,0,0
1,Royal Challengers Bangalore,STR Binny,2.0,0,15,0,7.5,2,1,0
1,Royal Challengers Bangalore,YS Chahal,4.0,0,32,3,8.0,9,1,0
2,Delhi Daredevils,A Mishra,4.0,0,33,0,8.25,8,0,0
2,Delhi Daredevils,CH Morris,3.0,0,31,1,10.33,9,1,0
2,Delhi Daredevils,CR Brathwaite,3.1,0,18,1,5.68,6,0,0
2,Delhi Daredevils,J Yadav,1.0,0,8,0,8.0,2,0,0
2,Delhi Daredevils,P Negi,3.0,0,19,1,6.33,4,0,0
2,Delhi Daredevils,Z Khan,4.0,0,30,1,7.5,12,1,0
