match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
45,2025-04-27,Lucknow Super Giants,"Wankhede Stadium, Mumbai",20,10,2,1,200.0,c N Pooran b Avesh Khan,8
56,2025-05-06,Gujarat Titans,"Wankhede Stadium, Mumbai",27,22,1,2,122.73,"run out (JC Buttler, Rashid Khan)",8
