innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Daredevils,DPMD Jayawardene,12,17,2,0,70.59,c LJ Wright b AB Dinda,1
1,Delhi Daredevils,V Sehwag,28,26,2,2,107.69,c RV Uthappa b AB Dinda,2
1,Delhi Daredevils,UBT Chand,17,19,2,0,89.47,c RV Uthappa b R Sharma,3
1,Delhi Daredevils,DA Warner,51,25,4,4,204.0,not out,4
1,Delhi Daredevils,BJ Rohrer,13,13,1,0,100.0,c RV Uthappa b AM Nayar,5
1,Delhi Daredevils,KM Jadhav,25,19,0,2,131.58,c M Manhas b AB Dinda,6
1,Delhi Daredevils,IK Pathan,4,1,1,0,400.0,not out,7
2,Pune Warriors,RV Uthappa,37,33,4,0,112.12,c UBT Chand b IK Pathan,1
2,Pune Warriors,AJ Finch,37,33,5,0,112.12,c KM Jadhav b IK Pathan,2
2,Pune Warriors,Yuvraj Singh,31,24,4,0,129.17,c BJ Rohrer b UT Yadav,3
2,Pune Warriors,LJ Wright,19,18,3,0,105.56,c DA Warner b UT Yadav,4
2,Pune Warriors,SPD Smith,17,8,2,1,212.5,not out,5
2,Pune Warriors,M Manhas,2,4,0,0,50.0,not out,6
