innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Pune Warriors,AB Dinda,4.0,0,31,3,7.75,14,0,0
1,Pune Warriors,AM Nayar,2.0,0,15,1,7.5,4,1,0
1,Pune Warriors,B Kumar,4.0,0,30,0,7.5,13,4,0
1,Pune Warriors,KW Richardson,4.0,0,38,0,9.5,10,1,0
1,Pune Warriors,LJ Wright,1.0,0,16,0,16.0,0,2,0
1,Pune Warriors,R Sharma,3.0,0,23,1,7.67,7,0,0
1,Pune Warriors,Yuvraj Singh,2.0,0,9,0,4.5,3,0,0
2,Delhi Daredevils,A Nehra,4.0,0,27,0,6.75,6,1,0
2,Delhi Daredevils,IK Pathan,4.0,1,29,2,7.25,12,0,0
2,Delhi Daredevils,M Morkel,4.0,0,36,0,9.0,8,1,0
2,Delhi Daredevils,S Nadeem,4.0,0,30,0,7.5,9,0,0
2,Delhi Daredevils,UT Yadav,4.0,0,24,2,6.0,13,1,0
