innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Daredevils,1,DPMD Jayawardene,12,17,V Sehwag,2,8,20,25
1,Delhi Daredevils,2,UBT Chand,17,17,V Sehwag,26,18,48,35
1,Delhi Daredevils,3,UBT Chand,0,2,DA Warner,0,0,0,2
1,Delhi Daredevils,4,BJ Rohrer,13,13,DA Warner,14,8,28,21
1,Delhi Daredevils,5,KM Jadhav,25,19,DA Warner,36,16,63,35
1,Delhi Daredevils,6,DA Warner,1,1,IK Pathan,4,1,5,2
2,Pune Warriors,1,RV Uthappa,37,33,AJ Finch,35,29,76,62
2,Pune Warriors,2,AJ Finch,2,4,Yuvraj Singh,0,0,2,4
2,Pune Warriors,3,Yuvraj Singh,29,21,LJ Wright,19,18,50,39
2,Pune Warriors,4,Yuvraj Singh,2,3,SPD Smith,0,0,2,3
2,Pune Warriors,5,SPD Smith,17,8,M Manhas,2,4,19,12
